Gata,Stadur,Verd,Fasteignamat,Brunabotamat,Ahvilandi,Tegund,Byggingarar,Size,Herbergi,Svefnherbergi,Stofur,Badherbergi,Inngangur,Bilskur,Dags.sott,Nybygging
Akurgerði 10,Akranesi,22000000,17100000,21550000,0,Hæðir,1934,72.9,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Engjaþing - Opið hús 15,Kópavogi,69900000,61050000,54790000,0,Hæðir,2008,178.5,0,3,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Árskógar - Opið hús 6,Reykjavík,59700000,49750000,38730000,0,Fjölbýli,1992,108.7,4,3,1,1,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Bjartahlíð - Opið hús 21,Mosfellsbæ,77500000,71550000,68100000,0,Par/Raðhús,1995,205,7,4,2,NA,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Laxatunga 167,Mosfellsbæ,95000000,72500000,82750000,0,Einbýli,2015,223.5,6,4,2,3,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Tröllaborgir 17,Reykjavík,46900000,42450000,34350000,0,Fjölbýli,1996,102.8,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbraut 8,Kópavogi,64900000,64850000,38150000,0,Einbýli,1960,149,8,5,3,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurhólar 18,Reykjavík,33900000,32050000,23100000,0,Fjölbýli,1979,74.6,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Miklabraut 74,Reykjavík,30500000,30500000,18550000,0,Fjölbýli,1949,65.2,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hrauntunga 103,Kópavogi,93900000,72150000,64050000,0,Par/Raðhús,1966,214.3,6,3,2,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Skipalón 4,Hafnarfirði,47900000,42150000,37900000,0,Fjölbýli,2007,94.8,3,2,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Bjarkargrund 14,Akranesi,64900000,57450000,57590000,0,Einbýli,1974,177.2,6,4,2,2,Tveir inngangar,Já,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,65700000,21550000,0,0,Fjölbýli,2019,97.4,3,2,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,58900000,20950000,0,0,Fjölbýli,2019,99.7,3,2,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,54400000,20150000,0,0,Fjölbýli,2019,98.8,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,49500000,16150000,0,0,Fjölbýli,2019,62.6,2,1,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,47500000,15950000,0,0,Fjölbýli,2019,62.4,2,1,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,45500000,15250000,0,0,Fjölbýli,2019,63.1,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,46500000,15400000,0,0,Fjölbýli,2019,66.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,43900000,15200000,0,0,Fjölbýli,2019,66.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Katlahraun 8,Þorlákshöfn,36700000,6460000,0,0,Par/Raðhús,2020,111.3,3,2,1,1,Sérinngangur,Já,2020-03-21,Já
Rauðalækur 6,Reykjavík,37500000,33250000,20150000,0,Hæðir,1958,70.1,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,59000000,20850000,0,0,Fjölbýli,2019,105.9,3,2,1,0,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Smyrilshlíð 15,Reykjavík,56500000,0,0,0,Fjölbýli,2019,88.1,2,1,1,1,Sérinngangur,Já,2020-03-21,Já
Smyrilshlíð 15,Reykjavík,59900000,0,0,0,Fjölbýli,2019,88.4,3,2,1,1,Sérinngangur,Já,2020-03-21,Já
Hraunbær 103,Reykjavík,58900000,23350000,0,0,Fjölbýli,2019,113.8,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,63900000,24600000,0,0,Fjölbýli,2019,125.1,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,49000000,20150000,0,0,Fjölbýli,2019,98.5,2,1,1,0,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,69500000,25100000,0,0,Fjölbýli,2019,131.5,3,2,1,2,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Smyrilshlíð 15,Reykjavík,55900000,0,0,0,Fjölbýli,2019,88.5,2,1,1,1,Sérinngangur,Já,2020-03-21,Já
Hraunbær 103,Reykjavík,55900000,20200000,0,0,Fjölbýli,2019,92.4,2,1,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,57500000,20450000,0,0,Fjölbýli,2019,98.3,2,1,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Kjarrhólmi 36,Kópavogi,39900000,37100000,30400000,0,Fjölbýli,1973,86.8,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbær 103,Reykjavík,45500000,15100000,0,0,Fjölbýli,2019,63.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Engjasel 72,Reykjavík,23900000,17750000,12600000,0,Fjölbýli,1976,35.1,1,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Arnarhlíð  2,Reykjavík,69900000,0,0,0,Fjölbýli,NA,111.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Arnarhlíð  2,Reykjavík,66900000,0,0,0,Fjölbýli,NA,106.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Arnarhlíð  2,Reykjavík,65900000,0,0,0,Fjölbýli,2020,102.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Samtún 34,Reykjavík,36900000,29950000,18300000,0,Fjölbýli,1942,59.1,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 93 íbúð 412,Reykjavík,47900000,15700000,0,0,Fjölbýli,2019,67.6,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Valshlíð 16,Reykjavík,51900000,0,0,0,Fjölbýli,NA,83.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Valshlíð 16,Reykjavík,50900000,0,0,0,Fjölbýli,NA,78.7,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Valshlíð 16,Reykjavík,99900000,0,0,0,Fjölbýli,NA,173,4,3,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Hverfisgata 93 íbúð 413,Reykjavík,43900000,15700000,0,0,Fjölbýli,2019,61.5,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Valshlíð 16,Reykjavík,49900000,0,0,0,Fjölbýli,NA,78.2,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Valshlíð 16,Reykjavík,94900000,0,0,0,Fjölbýli,NA,187.3,3,2,1,2,Sameiginlegur,Já,2020-03-21,Já
Valshlíð  16,Reykjavík,66900000,0,0,0,Fjölbýli,NA,107.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Auðbrekka 25,Kópavogi,NA,0,0,0,atv,NA,130,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 93 íbúð 414,Reykjavík,47900000,15700000,0,0,Fjölbýli,2019,65.5,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Garðabraut 18,Akranesi,29700000,26350000,31350000,0,Fjölbýli,1971,92.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Esjuvellir 17,Akranesi,58500000,58250000,52840000,0,Einbýli,1976,210.1,6,4,2,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Norðurbyggð 11,Þorlákshöfn,39900000,34600000,52400000,0,Par/Raðhús,2006,149,3,2,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Hafnarberg 24,Þorlákshöfn,35700000,26750000,34550000,0,Par/Raðhús,2002,108.8,3,2,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Naustabryggja 16,Reykjavík,68500000,65650000,64590000,0,Fjölbýli,2002,178.9,6,4,1,2,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Smiðshöfði 11,Reykjavík,NA,0,0,0,atv,1994,391.8,0,0,0,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Brekkugata 3,Garðabæ,56900000,24000000,0,0,Fjölbýli,2019,116.5,4,2,2,1,Sameiginlegur,Já,2020-03-21,Já
Litluskógar 11,Egilsstöðum,39900000,35250000,41100000,0,Par/Raðhús,2002,138.1,4,3,1,1,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Reynimelur 43,Reykjavík,21500000,23300000,12150000,0,Fjölbýli,1939,34.2,1,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Strandgata 7,Stokkseyri,44800000,36300000,55500000,0,Einbýli,2001,162.3,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Brattahlíð 46,Mosfellsbæ,57900000,23150000,0,0,Fjölbýli,2019,111.4,4,3,1,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Brattahlíð 44,Mosfellsbæ,57900000,23650000,0,0,Fjölbýli,2019,111.4,4,3,1,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Brattahlíð 44,Mosfellsbæ,57900000,50400000,0,0,Fjölbýli,2019,111.4,4,0,1,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Brattahlíð 42,Mosfellsbæ,57900000,37650000,0,0,Fjölbýli,2019,111.4,4,3,1,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Brattahlíð 42,Mosfellsbæ,57900000,36750000,0,0,Fjölbýli,2019,111.4,4,3,1,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Brattahlíð 40,Mosfellsbæ,57900000,37650000,0,0,Fjölbýli,2019,111.4,4,3,1,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Brattahlíð 40,Mosfellsbæ,57900000,36750000,0,0,Fjölbýli,2019,111.4,4,3,1,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Álalind 6,Kópavogi,82900000,59200000,50900000,0,Fjölbýli,2019,130.1,3,2,1,1,Sameiginlegur,Já,2020-03-21,Já
Álalind 4,Kópavogi,71900000,54100000,44400000,0,Fjölbýli,2019,114.7,3,2,1,1,Sameiginlegur,Já,2020-03-21,Já
Klukkuvellir 5,Hafnarfirði,46900000,43500000,39000000,0,Fjölbýli,2015,104,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bjarkarholt 14 ÍBÚÐ 105,Mosfellsbæ,61700000,20850000,0,0,Fjölbýli,2019,115.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Nýbýlavegur 88,Kópavogi,37900000,37000000,25800000,0,Hæðir,1978,75.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Gerplustræti 23,Mosfellsbæ,42900000,3320000,0,0,Fjölbýli,2020,81.7,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Gerplustræti 23,Mosfellsbæ,40900000,3330000,0,0,Fjölbýli,0,81.9,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Gerplustræti 23,Mosfellsbæ,52900000,4090000,0,0,Fjölbýli,2020,110.2,4,3,1,1,Sameiginlegur,Já,2020-03-21,Já
Holtsvegur 1,Mosfellsbæ,33900000,24900000,26100000,0,Sumarhús,2006,80.8,4,3,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Reykás 45,Reykjavík,46900000,44550000,39430000,0,Fjölbýli,1983,122.1,3,2,1,NA,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Frostafold 34,Reykjavík,49900000,44700000,37640000,0,Fjölbýli,1988,122.9,4,3,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Bjarkarás 9,Garðabæ,77900000,63950000,55900000,0,Fjölbýli,2006,141.7,4,3,2,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 9A,Kópavogi,69900000,63700000,64270000,0,Fjölbýli,2019,145.4,4,3,1,NA,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Bjarkarholt 14 ÍBÚÐ 205,Mosfellsbæ,59800000,20950000,0,0,Fjölbýli,2019,112.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Eskivellir 11,Hafnarfirði,42200000,3250000,0,0,Fjölbýli,NA,84.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bjarkarholt 14 ÍBÚÐ 305,Mosfellsbæ,59500000,20950000,0,0,Fjölbýli,2019,111.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Skyggnisholt 10,Vogum,38900000,2240000,0,0,Fjölbýli,2019,99.9,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Skyggnisholt 6,Vogum,29900000,0,0,0,Fjölbýli,2019,64.4,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Hvalvík 4,Reykjanesbæ,5000000,3660000,0,0,atv,2009,26.3,1,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bjarkarholt 14 ÍBÚÐ 405,Mosfellsbæ,63900000,21150000,0,0,Fjölbýli,2019,113.2,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Úlfarsbraut 2,Reykjavík,104900000,98300000,94390000,0,Par/Raðhús,2013,267.4,7,5,2,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bjarkarholt 14 ÍBÚÐ 206,Mosfellsbæ,56500000,20350000,0,0,Fjölbýli,2019,108.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bjarkarholt 14 ÍBÚÐ 306,Mosfellsbæ,58500000,20150000,0,0,Fjölbýli,2019,105.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Lindargata 39,Reykjavík,298000,64450000,42490000,0,Fjölbýli,2014,103.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sandabraut 12,Akranesi,29900000,31700000,30820000,0,Hæðir,1952,110.2,3,2,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Mánatún 5,Reykjavík,54000000,56250000,35720000,0,Fjölbýli,2010,90,2,1,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Hlíðarhjalli 50,Kópavogi,35900000,35100000,21650000,0,Hæðir,1989,64.3,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Vallakór 1-3,Kópavogi,49900000,47000000,35950000,0,Fjölbýli,2008,114.9,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Vallakór 1-3,Kópavogi,49900000,47000000,35950000,0,Fjölbýli,2008,114.9,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Skipholt 15,Reykjavík,64900000,56550000,40400000,0,Fjölbýli,1960,122.7,5,3,2,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Veghús 17,Reykjavík,59900000,57950000,54400000,0,Fjölbýli,1990,190.5,8,5,3,2,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Lerkidalur 40,Njarðvík,45900000,45250000,36700000,0,Par/Raðhús,2018,117,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85,Reykjavík,56500000,21650000,0,0,Fjölbýli,2019,85.3,3,2,1,1,Sameiginlegur,Já,2020-03-21,Já
Kjarnagata 51 210,Akureyri,44950000,3490000,0,0,Fjölbýli,2019,105,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Kjarnagata 51 209,Akureyri,37450000,2950000,0,0,Fjölbýli,2019,84.6,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hrafnhólar 6-8,Reykjavík,27900000,26900000,20600000,0,Fjölbýli,1974,56.8,2,1,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kjarnagata 51 208,Akureyri,36950000,2870000,0,0,Fjölbýli,2019,81.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Reykjavegur 19,Selfossi,NA,24650000,35700000,0,Sumarhús,2012,97.2,3,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Laufdalur 17,Njarðvík,47900000,47500000,43200000,0,Par/Raðhús,2018,123.5,3,2,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Ástu-Sólliljugata 11,Mosfellsbæ,132900000,111900000,141100000,0,Einbýli,2017,407.8,9,6,3,4,Margir inngangar,Já,2020-03-21,Nei / Ekki vitað
Kríunes 7,Garðabæ,110000000,92000000,72740000,0,Einbýli,1980,230.9,7,5,2,2,Margir inngangar,Já,2020-03-21,Nei / Ekki vitað
Logafold 156,Reykjavík,89900000,72600000,62400000,0,Einbýli,1985,253.6,4,5,2,3,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Fagrilundur 1 abc,Akranesi,NA,0,0,0,Par/Raðhús,2020,165,4,3,1,2,Sérinngangur,Já,2020-03-21,Já
Strandgata 25,Hafnarfirði,74900000,44500000,57400000,0,atv,1905,275.3,5,8,2,1,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Drangsskarð 10A,Hafnarfirði,51900000,4140000,0,0,Hæðir,NA,117.4,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Hátún 6,Reykjavík,37900000,36300000,19300000,0,Fjölbýli,1961,63.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 93,Reykjavík,42900000,35050000,0,0,Fjölbýli,2019,59.8,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Hverfisgata 85,Reykjavík,46900000,19100000,0,0,Fjölbýli,2019,70.4,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Háaleitisbraut 53,Reykjavík,84900000,79100000,55220000,0,Par/Raðhús,1966,179.8,6,4,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Smyrilshlíð 15,Reykjavík,53900000,0,0,0,Fjölbýli,2019,76.4,2,1,1,1,Sérinngangur,Já,2020-03-21,Já
Arnarhlíð  2,Reykjavík,75900000,0,0,0,Fjölbýli,2020,114.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Valshlíð 16,Reykjavík,56500000,0,0,0,Fjölbýli,NA,91.9,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Þrastarás 5,Hafnarfirði,NA,86850000,77310000,0,Einbýli,2001,221.9,6,4,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Hverfisgata 117,Reykjavík,38900000,36650000,21200000,0,Fjölbýli,1942,73.3,4,2,2,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sumarhús til flutnings,Garði,5900000,0,0,0,Sumarhús,2019,25,2,1,1,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stangarbraut 5 Öndverðarnes,Selfossi,3200000,2890000,0,0,Jörð/Lóð,0,6100,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Asparholt 1,Garðabæ,51900000,46950000,37600000,0,Fjölbýli,2004,116.8,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bríetartún 9,Reykjavík,91900000,31350000,0,0,Fjölbýli,2018,122.7,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bríetartún 11,Reykjavík,64900000,60250000,48550000,0,Fjölbýli,2018,110.1,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bríetartún 11,Reykjavík,46900000,43100000,32050000,0,Fjölbýli,2018,66.7,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bríetartún 11,Reykjavík,49900000,46300000,36350000,0,Fjölbýli,2018,78.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bríetartún 9,Reykjavík,86900000,31500000,0,0,Fjölbýli,2018,121.9,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bríetartún 9,Reykjavík,93900000,68500000,60050000,0,Fjölbýli,2018,135.8,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Hellisbraut 5,Hellissandi,18900000,13600000,31050000,0,Einbýli,1916,106.7,4,3,1,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kerengi 33,Selfossi,3500000,2390000,0,0,Jörð/Lóð,0,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hólahraun 13,Hellu,17900000,14300000,25700000,0,Sumarhús,2007,62,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Árbær 3,Ölfus,NA,153000,0,0,Jörð/Lóð,0,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Laugavegur 76,Reykjavík,39900000,46050000,22151000,0,Fjölbýli,1936,92.3,4,2,2,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bjarkardalur 10,Njarðvík,44900000,42400000,36860000,0,Hæðir,2020,108.4,3,2,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Brekkustígur 19,Reykjavík,39900000,42550000,27365000,0,Fjölbýli,1922,80.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Austurkór 94,Kópavogi,74900000,58300000,60500000,0,Fjölbýli,2013,167.6,4,3,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Skyggnisholt 6,Vogum,29900000,10850000,0,0,Fjölbýli,2019,64.4,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Jaðarsbraut 39,Akranesi,24900000,21500000,23800000,0,Fjölbýli,1955,85.8,2,1,1,NA,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Strikið 10,Garðabæ,59900000,48300000,38710000,0,Fjölbýli,2006,100.7,3,2,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Stekkjarholt 20,Akranesi,38500000,33600000,33890000,0,Hæðir,1953,126,3,2,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Bríetartún 9 - Íbúð 802,Reykjavík,84900000,32700000,0,0,Fjölbýli,2018,121.9,3,2,1,0,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bríetartún 9 - Íbúð 801,Reykjavík,93900000,68500000,60050000,0,Fjölbýli,2018,135.8,3,2,1,0,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bríetartún 9 - Íbúð 1002,Reykjavík,91900000,31350000,0,0,Fjölbýli,2018,122.7,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Unnarbraut 28,Seltjarnarnesi,32900000,29600000,19008000,0,Fjölbýli,1958,55.9,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stangarbraut 20 (Öndverðarnes),Selfossi,3600000,2460000,0,0,Jörð/Lóð,0,5000,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Aratún 32,Garðabæ,94900000,90350000,77270000,0,Einbýli,1966,271.6,7,6,2,3,Margir inngangar,Já,2020-03-21,Nei / Ekki vitað
Fjólugata 19A,Reykjavík,79900000,76650000,44530000,0,Hæðir,1952,157,4,2,2,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Ásatún 42 103,Akureyri,37000000,36400000,33350000,0,Fjölbýli,2016,86.5,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bæjarlind 5,Kópavogi,139900000,86100000,114090000,0,Fjölbýli,2019,230.6,3,2,1,3,Sameiginlegur,Já,2020-03-21,Já
Akralundur 29,Akranesi,49900000,5810000,0,0,Einbýli,NA,169,4,3,1,1,Margir inngangar,Já,2020-03-21,Já
Bæjarlind 5,Kópavogi,62900000,48350000,48860000,0,Fjölbýli,2019,98.5,3,2,1,1,Sameiginlegur,Já,2020-03-21,Já
Bæjarlind 5,Kópavogi,75900000,56850000,62060000,0,Fjölbýli,2019,128.6,4,3,1,1,Sameiginlegur,Já,2020-03-21,Já
Hverafold 1-3,Reykjavík,NA,0,0,0,atv,1989,74,0,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ljósheimar 6,Reykjavík,48900000,46400000,30350000,0,Fjölbýli,1958,106.5,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Geirþrúðarhagi 2 201,Akureyri,47200000,69300000,0,0,Fjölbýli,2019,110.5,5,4,1,1,Sameiginlegur,Já,2020-03-21,Já
Bólstaðarhlíð 50,Reykjavík,42500000,41800000,30100000,0,Fjölbýli,1967,92.4,4,2,2,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Látraströnd 7,Seltjarnarnesi,124000000,105150000,73390000,0,Einbýli,1970,242.8,5,3,2,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Rauðagerði 14,Reykjavík,64900000,56300000,46010000,0,Hæðir,1960,158.1,5,NA,NA,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Klapparstígur 29 TIL LEIGU,Reykjavík,600000,99250000,51850000,0,atv,1927,118.6,2,NA,NA,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Smáragata 1,Reykjavík,197500000,162525000,101160000,0,Einbýli,1939,392.2,9,7,2,3,Margir inngangar,Já,2020-03-21,Nei / Ekki vitað
Lækjasmári  LÆKKUN 4,Kópavogi,57800000,50400000,42860000,0,Fjölbýli,1997,120.7,4,3,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
